#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0004070	aspartate carbamoyltransferase activity	molecular_function	Informative
GO:0016881	acid-amino acid ligase activity	molecular_function	Informative
GO:0051087	chaperone binding	molecular_function	Informative
GO:0030296	protein tyrosine kinase activator activity	molecular_function	Informative
GO:0000983	transcription factor activity, RNA polymerase II core promoter sequence-specific	molecular_function	Informative
GO:0000155	phosphorelay sensor kinase activity	molecular_function	Informative
GO:0004630	phospholipase D activity	molecular_function	Informative
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	molecular_function	Informative
GO:0004879	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	molecular_function	Informative
GO:0051082	unfolded protein binding	molecular_function	Informative
GO:0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor	molecular_function	Informative
GO:0004854	xanthine dehydrogenase activity	molecular_function	Informative
GO:0019964	interferon-gamma binding	molecular_function	Informative
GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	molecular_function	Informative
GO:0046789	host cell surface receptor binding	molecular_function	Informative
GO:0061630	ubiquitin protein ligase activity	molecular_function	Informative
GO:0009374	biotin binding	molecular_function	Informative
GO:0008173	RNA methyltransferase activity	molecular_function	Informative
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	molecular_function	Informative
GO:0043546	molybdopterin cofactor binding	molecular_function	Informative
GO:0016727	oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor	molecular_function	Informative
GO:0050661	NADP binding	molecular_function	Informative
GO:0003746	translation elongation factor activity	molecular_function	Informative
GO:0005246	calcium channel regulator activity	molecular_function	Informative
GO:0004679	AMP-activated protein kinase activity	molecular_function	Informative
GO:0004712	protein serine/threonine/tyrosine kinase activity	molecular_function	Informative
GO:0030292	protein tyrosine kinase inhibitor activity	molecular_function	Informative
GO:0016408	C-acyltransferase activity	molecular_function	Informative
GO:0051184	cofactor transporter activity	molecular_function	Informative
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	molecular_function	Informative
GO:0005030	neurotrophin receptor activity	molecular_function	Informative
GO:0017134	fibroblast growth factor binding	molecular_function	Informative
GO:0008607	phosphorylase kinase regulator activity	molecular_function	Informative
GO:0004826	phenylalanine-tRNA ligase activity	molecular_function	Informative
GO:0044548	S100 protein binding	molecular_function	Informative
GO:0004692	cGMP-dependent protein kinase activity	molecular_function	Informative
GO:0003896	DNA primase activity	molecular_function	Informative
GO:0001099	basal RNA polymerase II transcription machinery binding	molecular_function	Informative
GO:0004823	leucine-tRNA ligase activity	molecular_function	Informative
GO:0018271	biotin-protein ligase activity	molecular_function	Informative
GO:0000062	fatty-acyl-CoA binding	molecular_function	Informative
GO:0001848	complement binding	molecular_function	Informative
GO:0004779	sulfate adenylyltransferase activity	molecular_function	Informative
GO:0032395	MHC class II receptor activity	molecular_function	Informative
GO:0015923	mannosidase activity	molecular_function	Informative
GO:0019894	kinesin binding	molecular_function	Informative
GO:0046974	histone methyltransferase activity (H3-K9 specific)	molecular_function	Informative
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxyge	molecular_function	Informative
GO:0003994	aconitate hydratase activity	molecular_function	Informative
GO:0097599	xylanase activity	molecular_function	Informative
GO:0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	molecular_function	Informative
GO:0047456	2-methylisocitrate dehydratase activity	molecular_function	Informative
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	Informative
GO:0022820	potassium ion symporter activity	molecular_function	Informative
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	molecular_function	Informative
GO:0008191	metalloendopeptidase inhibitor activity	molecular_function	Informative
GO:0032934	sterol binding	molecular_function	Informative
GO:0022884	macromolecule transmembrane transporter activity	molecular_function	Informative
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	Informative
GO:0004535	poly(A)-specific ribonuclease activity	molecular_function	Informative
GO:0017147	Wnt-protein binding	molecular_function	Informative
GO:0070888	E-box binding	molecular_function	Informative
GO:0043548	phosphatidylinositol 3-kinase binding	molecular_function	Informative
GO:0005248	voltage-gated sodium channel activity	molecular_function	Informative
GO:0070577	lysine-acetylated histone binding	molecular_function	Informative
GO:0004806	triglyceride lipase activity	molecular_function	Informative
GO:0005179	hormone activity	molecular_function	Informative
GO:0005070	SH3/SH2 adaptor activity	molecular_function	Informative
GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function	Informative
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	molecular_function	Informative
GO:0008559	xenobiotic-transporting ATPase activity	molecular_function	Informative
GO:0016303	1-phosphatidylinositol-3-kinase activity	molecular_function	Informative
GO:0004687	myosin light chain kinase activity	molecular_function	Informative
GO:0036002	pre-mRNA binding	molecular_function	Informative
GO:0004568	chitinase activity	molecular_function	Informative
GO:0008484	sulfuric ester hydrolase activity	molecular_function	Informative
GO:0003912	DNA nucleotidylexotransferase activity	molecular_function	Informative
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	molecular_function	Informative
GO:0035613	RNA stem-loop binding	molecular_function	Informative
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular_function	Informative
GO:0052745	inositol phosphate phosphatase activity	molecular_function	Informative
GO:0003688	DNA replication origin binding	molecular_function	Informative
GO:0045295	gamma-catenin binding	molecular_function	Informative
GO:0015925	galactosidase activity	molecular_function	Informative
GO:0005225	volume-sensitive anion channel activity	molecular_function	Informative
GO:0042302	structural constituent of cuticle	molecular_function	Informative
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	molecular_function	Informative
GO:0086007	voltage-gated calcium channel activity involved in cardiac muscle cell action potential	molecular_function	Informative
GO:0008746	NAD(P)+ transhydrogenase activity	molecular_function	Informative
GO:0005160	transforming growth factor beta receptor binding	molecular_function	Informative
GO:0032794	GTPase activating protein binding	molecular_function	Informative
GO:0009927	histidine phosphotransfer kinase activity	molecular_function	Informative
GO:0003993	acid phosphatase activity	molecular_function	Informative
GO:0016832	aldehyde-lyase activity	molecular_function	Informative
GO:0008195	phosphatidate phosphatase activity	molecular_function	Informative
GO:0001730	2'-5'-oligoadenylate synthetase activity	molecular_function	Informative
GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	molecular_function	Informative
GO:0005251	delayed rectifier potassium channel activity	molecular_function	Informative
GO:0042043	neurexin family protein binding	molecular_function	Informative
GO:0042287	MHC protein binding	molecular_function	Informative
GO:0009982	pseudouridine synthase activity	molecular_function	Informative
GO:0017069	snRNA binding	molecular_function	Informative
GO:0070491	repressing transcription factor binding	molecular_function	Informative
GO:0008417	fucosyltransferase activity	molecular_function	Informative
GO:0004457	lactate dehydrogenase activity	molecular_function	Informative
GO:0016838	carbon-oxygen lyase activity, acting on phosphates	molecular_function	Informative
GO:0045296	cadherin binding	molecular_function	Informative
GO:0030898	actin-dependent ATPase activity	molecular_function	Informative
GO:0034647	histone demethylase activity (H3-trimethyl-K4 specific)	molecular_function	Informative
GO:0051287	NAD binding	molecular_function	Informative
GO:0000340	RNA 7-methylguanosine cap binding	molecular_function	Informative
GO:0005254	chloride channel activity	molecular_function	Informative
GO:0051219	phosphoprotein binding	molecular_function	Informative
GO:0017124	SH3 domain binding	molecular_function	Informative
GO:1990841	promoter-specific chromatin binding	molecular_function	Informative
GO:0004697	protein kinase C activity	molecular_function	Informative
GO:0005048	signal sequence binding	molecular_function	Informative
GO:0051959	dynein light intermediate chain binding	molecular_function	Informative
GO:0016987	sigma factor activity	molecular_function	Informative
GO:0001046	core promoter sequence-specific DNA binding	molecular_function	Informative
GO:0016524	latrotoxin receptor activity	molecular_function	Informative
GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	Informative
GO:0017048	Rho GTPase binding	molecular_function	Informative
GO:0004368	glycerol-3-phosphate dehydrogenase activity	molecular_function	Informative
