Tumor	Normal_transcript	Tumor_transcript	Random	nIsoLength	tIsoLength	nIsoSpecificLength	tIsoSpecificLength
brca	uc010hpo.2	uc003dvq.2	NonRandom	618	596	122	100
brca	uc010dkg.2	uc010dkh.2	NonRandom	176	176	0	0
brca	uc001yda.1	uc001ycz.3	NonRandom	359	418	3	62
brca	uc010cdu.2	uc002ept.2	NonRandom	195	248	0	53
brca	uc010lxm.2	uc011lcu.1	NonRandom	652	454	198	0
brca	uc001wyu.2	uc010tqq.1	NonRandom	847	813	34	0
brca	uc011dbl.1	uc011dbn.1	NonRandom	729	220	515	6
brca	uc001nqq.2	uc001nqt.2	NonRandom	668	592	76	0
brca	uc009vyx.1	uc010onc.1	NonRandom	650	408	249	7
brca	uc001bvh.3	uc010ohi.1	NonRandom	430	335	95	0
brca	uc002hqe.2	uc002hqd.2	NonRandom	1035	1183	41	189
brca	uc003vop.1	uc003voq.1	NonRandom	283	115	168	0
brca	uc002wcd.2	uc002wcc.1	NonRandom	240	252	79	91
brca	uc002rii.3	uc002rik.3	NonRandom	1016	251	770	5
brca	uc003iqm.1	uc011cjj.1	NonRandom	384	141	243	0
brca	uc003kur.2	uc003kuq.1	NonRandom	0	0	0	0
brca	uc002tlk.2	uc010yye.1	NonRandom	225	117	108	0
brca	uc003otv.1	uc003otz.1	NonRandom	619	619	0	0
brca	uc011edp.1	uc003qhx.2	NonRandom	1606	1610	64	68
brca	uc003neb.2	uc003nec.2	NonRandom	443	320	123	0
brca	uc002vqq.1	uc002vqr.1	NonRandom	480	455	25	0
brca	uc001tzg.2	uc010szn.1	NonRandom	631	638	0	7
brca	uc001odv.2	uc010rog.1	NonRandom	0	0	0	0
brca	uc004cps.2	uc011mhd.1	NonRandom	378	300	78	0
brca	uc001odg.1	uc001odf.1	NonRandom	714	714	0	0
brca	uc010fwg.2	uc010fwh.1	NonRandom	3267	170	3098	1
brca	uc001ynf.1	uc010awr.1	NonRandom	381	312	69	0
brca	uc003bxf.3	uc011aut.1	NonRandom	648	433	215	0
brca	uc001knt.2	uc001knq.2	NonRandom	1030	293	737	0
brca	uc001wsy.1	uc001wtc.1	NonRandom	583	211	372	0
brca	uc001vnn.1	uc001vnm.1	NonRandom	431	443	15	27
brca	uc003cjp.2	uc003cjr.2	NonRandom	295	294	1	0
brca	uc001ndt.2	uc010rhc.1	NonRandom	521	252	269	0
brca	uc003stj.2	uc003stp.2	NonRandom	419	267	152	0
brca	uc001irl.3	uc010qcu.1	NonRandom	406	266	154	14
brca	uc002rbc.2	uc010yjk.1	NonRandom	202	188	14	0
brca	uc003bhi.2	uc011aqx.1	NonRandom	469	411	58	0
brca	uc003qnb.2	uc011eeg.1	NonRandom	285	250	35	0
brca	uc003yar.2	uc003yaq.2	NonRandom	445	408	37	0
brca	uc003cvj.2	uc011bby.1	NonRandom	1151	599	552	0
brca	uc003tre.1	uc003trf.1	NonRandom	286	247	70	31
brca	uc003mfd.1	uc003mfh.1	NonRandom	349	154	349	154
brca	uc011arh.1	uc003biu.3	NonRandom	1058	1189	0	131
brca	uc010ehn.2	uc002oqf.3	NonRandom	766	390	463	87
brca	uc003ipr.3	uc003ipp.3	NonRandom	519	519	0	0
brca	uc001txm.1	uc010szg.1	NonRandom	201	276	201	276
brca	uc002hul.3	uc002huk.1	NonRandom	462	462	0	0
brca	uc002ufp.2	uc002ufo.2	NonRandom	209	209	0	0
brca	uc002xyw.2	uc002xyy.1	NonRandom	0	415	0	0
brca	uc010qnj.1	uc009xtx.2	NonRandom	220	268	37	85
brca	uc001fps.1	uc001fpt.1	NonRandom	353	353	0	0
brca	uc001jve.2	uc010qkr.1	NonRandom	1842	1252	590	0
brca	uc001fgw.1	uc001fgt.1	NonRandom	814	862	0	48
brca	uc001uhc.2	uc009zyh.2	NonRandom	672	0	0	0
brca	uc001dsx.1	uc001dsw.1	NonRandom	335	335	0	0
brca	uc010pch.1	uc001euz.2	NonRandom	240	350	0	110
brca	uc003guk.1	uc011byp.1	NonRandom	494	397	97	0
brca	uc003aeq.1	uc003aer.1	NonRandom	386	0	0	0
brca	uc002rat.2	uc002ras.2	NonRandom	381	427	0	46
brca	uc003nqn.1	uc010jsc.1	NonRandom	940	594	346	0
brca	uc001neb.2	uc001neg.2	NonRandom	427	286	141	0
brca	uc002qpz.3	uc010yhf.1	NonRandom	534	436	98	0
brca	uc011mxq.1	uc004fdo.2	NonRandom	350	172	178	0
brca	uc003yug.2	uc003yue.1	NonRandom	394	109	286	1
brca	uc002xqs.2	uc002xqu.2	NonRandom	704	173	538	7
brca	uc003jeb.2	uc003jec.2	NonRandom	662	0	0	0
brca	uc001nbp.2	uc010rgm.1	NonRandom	364	351	13	0
brca	uc002azc.1	uc010ulx.1	NonRandom	423	373	50	0
brca	uc003oku.3	uc010jvx.2	NonRandom	435	375	111	51
brca	uc003fzv.1	uc010iay.1	NonRandom	621	0	0	0
brca	uc002lnl.2	uc010xfm.1	NonRandom	271	132	158	19
brca	uc003orp.2	uc003oro.2	NonRandom	211	220	58	67
brca	uc002flk.2	uc002fll.2	NonRandom	237	128	109	0
brca	uc010zvw.1	uc002xhj.2	NonRandom	563	311	252	0
brca	uc001zls.3	uc001zlr.2	NonRandom	426	129	297	0
brca	uc001tkb.1	uc010swg.1	NonRandom	803	468	335	0
brca	uc003qoi.2	uc011eeq.1	NonRandom	449	238	211	0
brca	uc003fnn.1	uc011brj.1	NonRandom	908	749	164	5
brca	uc002bjn.2	uc002bjo.2	NonRandom	482	385	130	33
brca	uc003snx.2	uc003snv.2	NonRandom	436	454	0	18
brca	uc002jqk.1	uc002jqj.1	NonRandom	627	288	339	0
brca	uc001lhp.2	uc001lhr.2	NonRandom	439	301	138	0
brca	uc001slc.2	uc001slb.2	NonRandom	851	393	458	0
brca	uc003ukb.2	uc010len.2	NonRandom	490	490	0	0
brca	uc001dkt.2	uc009wcl.2	NonRandom	891	852	39	0
brca	uc010yvs.1	uc002tal.3	NonRandom	0	754	0	0
brca	uc001ilo.2	uc001iln.2	NonRandom	385	357	38	10
brca	uc002dec.1	uc002ded.1	NonRandom	174	100	74	0
brca	uc002hmy.1	uc002hmz.1	NonRandom	504	504	0	0
brca	uc002pcn.2	uc002pcp.2	NonRandom	649	533	116	0
brca	uc002fhk.2	uc010vnv.1	NonRandom	330	275	55	0
brca	uc002yck.1	uc002ycl.1	NonRandom	480	468	12	0
brca	uc010uqa.1	uc002bon.2	NonRandom	99	397	10	308
brca	uc001ucv.2	uc010taf.1	NonRandom	2209	1134	1075	0
brca	uc003qok.1	uc011ees.1	NonRandom	441	322	119	0
brca	uc002llm.1	uc010dqs.2	NonRandom	475	118	391	34
brca	uc003jof.2	uc003joe.2	NonRandom	1086	1086	0	0
brca	uc001bax.2	uc009vpg.2	NonRandom	777	540	251	14
brca	uc003fcl.1	uc011box.1	NonRandom	465	392	73	0
brca	uc001xuf.2	uc010asu.2	NonRandom	536	374	162	0
brca	uc001pmc.3	uc009yyi.2	NonRandom	624	475	149	0
brca	uc002wls.2	uc010zqu.1	NonRandom	445	325	130	10
brca	uc002hez.1	uc010wbn.1	NonRandom	455	368	108	21
brca	uc003nvo.3	uc003nvp.3	NonRandom	356	356	0	0
brca	uc001bmz.2	uc001bmy.2	NonRandom	493	258	256	21
brca	uc010ytn.1	uc002srv.2	NonRandom	276	235	41	0
brca	uc001fep.3	uc001feq.2	NonRandom	1087	264	835	12
brca	uc002fdh.1	uc002fdf.1	NonRandom	974	419	571	16
brca	uc002nkf.2	uc002nkh.2	NonRandom	1118	373	745	0
brca	uc001kyp.1	uc001kyq.1	NonRandom	623	552	71	0
brca	uc001odm.2	uc010roe.1	NonRandom	391	207	184	0
brca	uc001zun.2	uc010bea.2	NonRandom	1548	1548	1	1
brca	uc011mkd.1	uc004ddp.1	NonRandom	420	388	52	20
brca	uc004euw.2	uc004euv.2	NonRandom	364	364	0	0
brca	uc001tmp.2	uc010sww.1	NonRandom	801	208	593	0
brca	uc003xrm.2	uc003xrl.2	NonRandom	483	483	0	0
brca	uc010ljv.2	uc003vgp.1	NonRandom	370	370	0	0
brca	uc003xgo.3	uc011lat.1	NonRandom	547	428	131	12
brca	uc002ynb.2	uc010glm.2	NonRandom	548	489	60	1
brca	uc003tus.2	uc003tuu.2	NonRandom	148	71	77	0
brca	uc001odu.3	uc009yqj.2	NonRandom	464	408	56	0
brca	uc001wjo.2	uc010tnm.1	NonRandom	561	392	169	0
brca	uc001xww.2	uc001xxa.2	NonRandom	736	281	455	0
brca	uc001ipj.1	uc009xjw.1	NonRandom	540	198	373	31
brca	uc003yee.2	uc003yef.2	NonRandom	540	403	137	0
brca	uc001egr.1	uc001egq.1	NonRandom	1194	1214	0	20
brca	uc004dkh.1	uc004dki.1	NonRandom	485	393	92	0
brca	uc002peq.3	uc002per.3	NonRandom	439	378	72	11
brca	uc003lqd.1	uc003lqf.2	NonRandom	588	544	53	9
brca	uc002oid.2	uc002oic.2	NonRandom	179	313	0	134
brca	uc010boe.2	uc002bsl.3	NonRandom	159	0	0	0
brca	uc010jbv.2	uc003kpg.2	NonRandom	276	164	112	0
brca	uc011leg.1	uc003xul.2	NonRandom	729	299	446	16
brca	uc001wgm.2	uc010tnb.1	NonRandom	342	0	0	0
brca	uc001rzo.1	uc001rzp.1	NonRandom	395	252	152	9
brca	uc001zxt.2	uc001zxu.2	NonRandom	195	1192	0	997
brca	uc003pgz.3	uc003pha.3	NonRandom	692	354	338	0
brca	uc001tdz.2	uc009ztb.1	NonRandom	779	0	0	0
brca	uc001apd.2	uc001apf.2	NonRandom	1012	1566	0	554
brca	uc003uzw.2	uc011kkw.1	NonRandom	274	115	274	115
brca	uc001cbb.3	uc001cbc.1	NonRandom	599	394	309	104
brca	uc002zhc.2	uc002zha.2	NonRandom	429	0	0	0
brca	uc004aav.2	uc004aaq.1	NonRandom	297	0	0	0
brca	uc001wnw.2	uc001wnr.2	NonRandom	348	348	0	0
brca	uc001akm.2	uc009vlj.2	NonRandom	272	213	59	0
brca	uc010dli.2	uc010dlj.2	NonRandom	272	0	0	0
brca	uc004euz.2	uc011mup.1	NonRandom	771	719	52	0
brca	uc003nej.2	uc003nei.2	NonRandom	362	250	112	0
brca	uc003gro.2	uc003grp.2	NonRandom	808	694	115	1
brca	uc010dib.1	uc002jzx.2	NonRandom	0	74	0	0
brca	uc003iif.2	uc003iid.2	NonRandom	159	121	62	24
brca	uc002upc.2	uc002upb.2	NonRandom	1128	1134	0	6
brca	uc003dhf.2	uc010hmv.1	NonRandom	1091	418	673	0
brca	uc002juf.2	uc002jud.2	NonRandom	1726	1690	39	3
brca	uc001ghe.2	uc001ghf.2	NonRandom	217	245	17	45
brca	uc003xvm.2	uc003xvn.2	NonRandom	333	300	33	0
brca	uc010rlx.1	uc001ntq.1	NonRandom	495	668	0	173
brca	uc001kuq.2	uc001kur.2	NonRandom	700	418	282	0
brca	uc003ijy.2	uc003ijx.2	NonRandom	599	599	0	0
brca	uc002egk.2	uc010vgp.1	NonRandom	316	129	221	34
brca	uc001jau.2	uc001jas.2	NonRandom	415	415	0	0
brca	uc003nbi.2	uc003nbh.2	NonRandom	205	204	1	0
brca	uc001ewh.1	uc001ewj.1	NonRandom	453	168	285	0
brca	uc003ldf.2	uc003lde.2	NonRandom	679	96	583	0
brca	uc009wan.2	uc001dca.2	NonRandom	171	223	0	52
brca	uc002keo.2	uc002ken.2	NonRandom	248	246	2	0
brca	uc003cyc.2	uc011bdi.1	NonRandom	1123	465	658	0
brca	uc002wxj.2	uc010gdz.2	NonRandom	642	521	121	0
brca	uc001qwe.1	uc009zgr.1	NonRandom	0	0	0	0
brca	uc004blh.2	uc004bli.2	NonRandom	288	123	165	0
brca	uc002raq.2	uc010yje.1	NonRandom	688	662	26	0
brca	uc003nco.1	uc003ncp.1	NonRandom	619	175	444	0
brca	uc009you.1	uc001nxh.2	NonRandom	162	162	0	0
brca	uc001wss.2	uc001wst.2	NonRandom	453	337	116	0
brca	uc002iix.2	uc010dak.2	NonRandom	548	521	27	0
brca	uc002msm.2	uc010dyi.1	NonRandom	610	566	44	0
brca	uc002jvm.2	uc002jvn.2	NonRandom	556	269	287	0
brca	uc001irh.2	uc009xkg.2	NonRandom	326	469	0	143
brca	uc001mvk.2	uc010ren.1	NonRandom	1025	953	72	0
brca	uc009xfw.2	uc001hwf.2	NonRandom	197	571	0	374
brca	uc001ncc.3	uc009ykx.2	NonRandom	680	634	55	9
brca	uc002ape.3	uc010ujb.1	NonRandom	518	439	79	0
brca	uc004czl.2	uc011mjf.1	NonRandom	628	427	206	5
brca	uc002bbt.2	uc010bkq.1	NonRandom	333	284	49	0
brca	uc004emu.3	uc004emw.3	NonRandom	937	648	314	25
brca	uc001xjv.3	uc001xjx.3	NonRandom	318	248	70	0
brca	uc010zzh.1	uc002xxz.2	NonRandom	171	171	83	83
brca	uc003bpz.1	uc011ast.1	NonRandom	374	242	132	0
brca	uc001jpb.2	uc001jpd.2	NonRandom	327	216	111	0
brca	uc003jdx.1	uc010itl.1	NonRandom	542	362	180	0
brca	uc001etz.1	uc010pby.1	NonRandom	247	190	57	0
brca	uc011cuc.1	uc003kjq.2	NonRandom	223	223	0	0
brca	uc002xbk.2	uc010zuq.1	NonRandom	797	388	409	0
brca	uc010zez.1	uc002ukv.3	NonRandom	326	328	0	2
brca	uc002jtd.3	uc010dhb.2	NonRandom	449	397	52	0
brca	uc009vwb.2	uc001cfo.2	NonRandom	526	526	0	0
brca	uc002iej.2	uc002iei.3	NonRandom	0	585	0	0
brca	uc003mae.3	uc010jjk.2	NonRandom	605	331	274	0
brca	uc001ftg.2	uc001fth.2	NonRandom	729	272	457	0
brca	uc002fdb.2	uc002fdc.2	NonRandom	471	263	235	27
brca	uc003zsm.3	uc003zsl.3	NonRandom	219	219	0	0
brca	uc003qxv.2	uc003qxw.2	NonRandom	311	344	0	33
brca	uc010lkm.2	uc003vjx.2	NonRandom	227	227	0	0
brca	uc010ygd.1	uc002qlo.2	NonRandom	172	172	0	0
brca	uc001obx.2	uc001obw.2	NonRandom	1938	703	1237	2
brca	uc002fii.2	uc010vof.1	NonRandom	798	360	438	0
brca	uc001eol.1	uc001eom.1	NonRandom	181	125	110	54
brca	uc003efk.2	uc010hrj.2	NonRandom	740	228	512	0
brca	uc003nem.2	uc003nen.2	NonRandom	209	209	0	0
brca	uc010ezq.2	uc002rny.2	NonRandom	297	0	0	0
brca	uc002luj.2	uc002luk.2	NonRandom	229	195	34	0
brca	uc001opc.2	uc001opd.2	NonRandom	137	78	59	0
brca	uc002unq.1	uc002unr.1	NonRandom	207	207	0	0
brca	uc002yxs.2	uc002yxt.3	NonRandom	174	140	34	0
brca	uc001pvi.2	uc001pvj.2	NonRandom	408	301	107	0
brca	uc010kac.2	uc003pds.2	NonRandom	237	237	0	0
brca	uc002eyv.2	uc010vma.1	NonRandom	478	388	98	8
brca	uc002kqo.1	uc002kqp.1	NonRandom	99	288	0	189
brca	uc004cdj.2	uc011mdd.1	NonRandom	269	128	150	9
brca	uc003srh.2	uc003sri.2	NonRandom	82	121	0	39
brca	uc001xxt.2	uc001xxx.1	NonRandom	163	142	26	5
brca	uc002ezm.2	uc002ezl.2	NonRandom	782	214	568	0
brca	uc001nlt.3	uc001nlo.3	NonRandom	832	861	0	29
brca	uc003bqg.2	uc011asy.1	NonRandom	186	163	62	39
brca	uc001qvd.2	uc001qve.2	NonRandom	1004	1004	0	0
brca	uc001obz.2	uc001oby.2	NonRandom	497	497	0	0
brca	uc003nkr.1	uc003nkq.1	NonRandom	394	394	0	0
brca	uc001gcs.2	uc001gct.2	NonRandom	347	430	14	97
brca	uc003kbz.3	uc011csd.1	NonRandom	414	195	232	13
brca	uc002rpa.1	uc010ynd.1	NonRandom	518	349	175	6
brca	uc001qoo.2	uc010sfd.1	NonRandom	1401	1356	88	43
brca	uc003qxg.1	uc011ehb.1	NonRandom	678	552	126	0
brca	uc002tbm.2	uc002tbn.2	NonRandom	398	398	0	0
brca	uc004eof.1	uc004eog.1	NonRandom	142	114	28	0
brca	uc002wfw.3	uc010zpu.1	NonRandom	401	201	236	36
brca	uc001xip.2	uc001xis.2	NonRandom	575	169	420	14
brca	uc010twn.1	uc001yan.2	NonRandom	378	316	62	0
brca	uc003wnn.2	uc003wnr.2	NonRandom	0	977	0	0
brca	uc002wmh.1	uc010zra.1	NonRandom	497	327	170	0
brca	uc001mxx.2	uc009yks.1	NonRandom	501	501	0	0
brca	uc003lwz.2	uc003lwy.2	NonRandom	918	517	417	16
brca	uc001jrr.3	uc001jru.3	NonRandom	475	287	188	0
brca	uc010vhd.1	uc002eia.3	NonRandom	584	157	427	0
brca	uc003caf.2	uc010hep.2	NonRandom	578	337	241	0
brca	uc002psp.1	uc002pso.1	NonRandom	188	188	0	0
brca	uc003jny.2	uc003jnx.2	NonRandom	215	215	0	0
brca	uc001kqq.1	uc010qpn.1	NonRandom	538	401	137	0
brca	uc011ktj.1	uc003wdi.1	NonRandom	0	638	0	0
brca	uc002bjz.3	uc010bmt.1	NonRandom	1691	1570	139	18
brca	uc001aof.2	uc010nzu.1	NonRandom	559	469	93	3
brca	uc002bcj.2	uc010bkx.2	NonRandom	253	164	89	0
brca	uc003xps.2	uc003xpu.2	NonRandom	379	312	67	0
brca	uc001wso.2	uc010tpq.1	NonRandom	504	440	64	0
brca	uc001rom.1	uc009zke.2	NonRandom	391	391	0	0
brca	uc001rrx.2	uc001rru.2	NonRandom	492	97	411	16
brca	uc001nqn.2	uc001nqo.2	NonRandom	581	456	211	86
brca	uc010pvb.1	uc010puz.1	NonRandom	1134	367	767	0
brca	uc001mqb.2	uc010rdn.1	NonRandom	531	469	89	27
brca	uc002skk.2	uc010yrp.1	NonRandom	350	186	164	0
brca	uc002mrs.2	uc010dxz.2	NonRandom	595	535	60	0
brca	uc003zal.3	uc003zak.3	NonRandom	1025	722	303	0
brca	uc002eiy.2	uc002eiw.2	NonRandom	643	0	0	0
brca	uc001wmd.2	uc001wmb.3	NonRandom	546	520	26	0
brca	uc001yux.2	uc001yva.2	NonRandom	360	341	19	0
brca	uc002oig.3	uc002oif.3	NonRandom	1119	799	360	40
brca	uc001cxg.2	uc001cxe.2	NonRandom	361	388	0	27
brca	uc010ebg.1	uc002nhm.1	NonRandom	0	131	0	0
brca	uc001omj.2	uc001omk.3	NonRandom	464	455	9	0
brca	uc004awc.2	uc004awd.2	NonRandom	337	165	243	71
brca	uc001ncz.2	uc010rgv.1	NonRandom	480	401	79	0
brca	uc010axa.2	uc010tyk.1	NonRandom	480	418	62	0
brca	uc002xty.2	uc010ghy.2	NonRandom	971	592	379	0
brca	uc001zql.2	uc001zqj.2	NonRandom	1227	0	0	0
brca	uc003zwi.2	uc003zwk.2	NonRandom	356	305	51	0
brca	uc004azf.2	uc004azg.2	NonRandom	416	323	117	24
brca	uc004anh.3	uc011lsx.1	NonRandom	440	439	10	9
brca	uc003wid.2	uc003wie.2	NonRandom	548	888	37	377
brca	uc001xxj.2	uc010atj.2	NonRandom	505	250	255	0
brca	uc002leb.2	uc002ldz.2	NonRandom	1848	418	1430	0
brca	uc003mhv.2	uc003mhw.2	NonRandom	448	0	0	0
brca	uc003fft.2	uc003ffu.2	NonRandom	610	610	0	0
brca	uc003olb.1	uc003ola.2	NonRandom	330	367	0	37
brca	uc001aez.2	uc001aew.2	NonRandom	341	442	0	101
brca	uc009wco.2	uc010osb.1	NonRandom	182	185	0	3
brca	uc010rfo.1	uc001mya.2	NonRandom	746	751	18	23
brca	uc002xtw.1	uc002xtv.1	NonRandom	1659	956	708	5
brca	uc010rfj.1	uc001mxh.2	NonRandom	1141	956	252	67
brca	uc001nkx.1	uc001nky.1	NonRandom	715	662	53	0
brca	uc002mnb.1	uc002mmz.1	NonRandom	420	473	0	53
brca	uc003xbt.2	uc011kzj.1	NonRandom	502	227	285	10
brca	uc004det.2	uc004deu.1	NonRandom	350	214	136	0
brca	uc001mrl.2	uc009yii.2	NonRandom	197	173	24	0
brca	uc001gis.2	uc001git.2	NonRandom	281	127	165	11
brca	uc010zrz.1	uc002wqp.3	NonRandom	290	462	290	462
brca	uc002vny.2	uc010fwy.1	NonRandom	768	774	23	29
brca	uc003dip.1	uc003diq.2	NonRandom	302	423	302	423
brca	uc010pwa.1	uc001htu.2	NonRandom	571	183	388	0
brca	uc002pcb.2	uc002pcc.2	NonRandom	545	472	73	0
brca	uc011dbf.1	uc003llp.2	NonRandom	1038	1237	26	225
brca	uc003gcp.2	uc003gcr.1	NonRandom	0	204	0	0
brca	uc002fwb.2	uc010vrv.1	NonRandom	367	220	147	0
brca	uc001eoc.1	uc001eod.1	NonRandom	628	297	331	0
brca	uc003epr.2	uc003epq.2	NonRandom	110	258	3	151
brca	uc002bjm.2	uc010uoo.1	NonRandom	153	167	30	44
brca	uc003lvc.2	uc011dda.1	NonRandom	505	435	70	0
brca	uc003uuf.1	uc003uue.2	NonRandom	326	326	0	0
brca	uc003kbs.3	uc003kbt.3	NonRandom	563	0	0	0
brca	uc002fhv.2	uc002fhw.2	NonRandom	220	220	0	0
brca	uc001ouw.2	uc001oux.2	NonRandom	386	199	187	0
brca	uc002mby.2	uc010xin.1	NonRandom	1501	1490	11	0
brca	uc001yaz.1	uc001yba.1	NonRandom	731	88	650	7
brca	uc002tpi.1	uc002tpg.1	NonRandom	326	1336	117	1127
brca	uc011dzj.1	uc011dzi.1	NonRandom	337	203	134	0
brca	uc003bhe.2	uc003bhd.2	NonRandom	123	118	5	0
brca	uc011bam.1	uc010hjl.2	NonRandom	0	228	0	0
brca	uc002wkb.2	uc002wke.2	NonRandom	279	279	0	0
brca	uc002ssc.2	uc002ssb.2	NonRandom	1013	1745	0	732
brca	uc001vrf.2	uc001vrg.2	NonRandom	235	210	25	0
brca	uc002bpv.2	uc002bpy.2	NonRandom	822	764	58	0
brca	uc002kat.3	uc010dic.2	NonRandom	608	0	0	0
brca	uc010tyn.1	uc001yqi.2	NonRandom	222	0	0	0
brca	uc002boq.3	uc002bos.3	NonRandom	193	394	24	225
brca	uc001eai.1	uc009wfz.1	NonRandom	416	150	266	0
brca	uc001jlo.2	uc010qij.1	NonRandom	368	0	0	0
brca	uc003kqw.3	uc010jch.2	NonRandom	377	300	77	0
brca	uc003ewu.1	uc011bnq.1	NonRandom	1004	839	165	0
brca	uc001xui.2	uc001xuj.2	NonRandom	523	455	68	0
brca	uc002rqg.2	uc002rqh.2	NonRandom	361	312	49	0
brca	uc003ilf.2	uc003ili.2	NonRandom	786	219	572	5
brca	uc002hyl.1	uc002hym.1	NonRandom	421	401	20	0
brca	uc001mdi.2	uc010raj.1	NonRandom	744	625	122	3
brca	uc003cyg.2	uc003cyh.2	NonRandom	815	272	543	0
brca	uc011bhy.1	uc003dzo.2	NonRandom	0	251	0	0
brca	uc004chf.1	uc011mdv.1	NonRandom	178	0	0	0
brca	uc011dqi.1	uc003ocg.2	NonRandom	547	808	0	261
brca	uc002bra.2	uc002brb.2	NonRandom	375	354	21	0
brca	uc001dov.3	uc001dou.3	NonRandom	422	422	0	0
brca	uc001czi.3	uc001czj.3	NonRandom	551	550	1	0
brca	uc001qca.2	uc010sbf.1	NonRandom	339	0	0	0
brca	uc011lfd.1	uc003xyp.2	NonRandom	288	288	0	0
brca	uc002zmw.2	uc002zna.2	NonRandom	485	205	280	0
brca	uc010gsf.1	uc010gse.1	NonRandom	0	0	0	0
brca	uc001sky.2	uc001skw.2	NonRandom	1198	350	848	0
brca	uc003gjf.1	uc011bwf.1	NonRandom	1009	958	51	0
brca	uc003dna.3	uc010hob.2	NonRandom	432	179	253	0
brca	uc001xnm.2	uc001xnl.2	NonRandom	777	362	415	0
brca	uc004ayi.1	uc011lva.1	NonRandom	253	223	253	223
brca	uc001tao.2	uc001tap.2	NonRandom	325	0	0	0
brca	uc003obp.3	uc011dqc.1	NonRandom	266	96	173	3
brca	uc003kff.1	uc011csz.1	NonRandom	459	404	55	0
brca	uc003ura.2	uc003urb.2	NonRandom	573	573	0	0
brca	uc003bcu.2	uc003bcv.2	NonRandom	421	392	29	0
brca	uc001hnl.2	uc001hnm.2	NonRandom	1907	785	1159	37
brca	uc002vsg.1	uc010fxy.1	NonRandom	264	230	54	20
brca	uc001vrn.2	uc001vrp.1	NonRandom	420	155	268	3
brca	uc002fhi.2	uc002fhh.2	NonRandom	1052	556	496	0
brca	uc004cwc.2	uc004cwd.2	NonRandom	242	242	0	0
brca	uc002nas.2	uc002nar.2	NonRandom	722	1362	2	642
brca	uc010qgy.1	uc001jij.2	NonRandom	686	663	23	0
brca	uc010lqg.1	uc011kvm.1	NonRandom	608	527	99	18
brca	uc001caz.2	uc001cba.1	NonRandom	919	872	63	16
brca	uc001yac.3	uc010twl.1	NonRandom	361	0	0	0
brca	uc001gku.1	uc009wwv.2	NonRandom	731	530	240	39
brca	uc010ecx.2	uc010ecy.2	NonRandom	563	531	32	0
brca	uc001rhk.3	uc001rhj.3	NonRandom	706	274	432	0
brca	uc002zir.1	uc002zio.1	NonRandom	1980	475	1517	12
brca	uc001ztp.2	uc001ztq.2	NonRandom	436	380	56	0
brca	uc001ujx.1	uc001ujt.2	NonRandom	0	356	0	0
brca	uc003cfp.2	uc011axp.1	NonRandom	423	339	97	13
brca	uc003cbn.2	uc011awg.1	NonRandom	215	201	14	0
brca	uc003oxd.2	uc011dvu.1	NonRandom	432	299	133	0
brca	uc002wxp.2	uc010ztu.1	NonRandom	388	177	211	0
brca	uc003tkb.2	uc003tkd.2	NonRandom	1158	408	750	0
brca	uc001juc.2	uc001jud.2	NonRandom	389	460	1	72
brca	uc001aer.3	uc002quu.2	NonRandom	670	412	283	25
brca	uc001kvl.1	uc001kvk.2	NonRandom	387	300	87	0
brca	uc002wdc.2	uc002wde.1	NonRandom	310	363	0	53
brca	uc001rew.2	uc009zir.2	NonRandom	500	206	294	0
brca	uc003dzb.3	uc003dza.3	NonRandom	241	289	0	48
brca	uc002ate.2	uc002atb.1	NonRandom	658	1018	24	384
brca	uc003mxn.2	uc003mxo.2	NonRandom	568	327	241	0
brca	uc004epc.1	uc011msu.1	NonRandom	641	386	255	0
brca	uc001rdc.3	uc001rdd.3	NonRandom	350	256	94	0
brca	uc001dib.3	uc001dif.1	NonRandom	611	568	46	3
brca	uc001odb.2	uc009yqc.2	NonRandom	617	565	52	0
brca	uc003okh.1	uc003okg.1	NonRandom	880	992	17	129
brca	uc003yxc.1	uc003yxa.2	NonRandom	116	97	116	97
brca	uc009zlk.2	uc001rvc.3	NonRandom	1334	538	797	1
brca	uc010inr.2	uc003ief.2	NonRandom	793	848	0	55
brca	uc004byf.1	uc011mbt.1	NonRandom	421	342	99	20
brca	uc001ebi.2	uc001ebl.2	NonRandom	184	184	0	0
brca	uc010wha.1	uc002ibm.3	NonRandom	247	330	0	83
brca	uc001fyv.2	uc001fyx.2	NonRandom	463	437	26	0
brca	uc002iin.2	uc002iiq.2	NonRandom	1100	682	451	33
brca	uc003qcl.1	uc003qcn.1	NonRandom	232	81	232	81
brca	uc004bxc.2	uc004bxf.2	NonRandom	238	117	121	0
brca	uc003jqf.2	uc010ivx.2	NonRandom	561	498	74	11
brca	uc003dcn.2	uc010hly.2	NonRandom	210	114	152	56
brca	uc003dcf.1	uc003dch.1	NonRandom	403	403	0	0
brca	uc001knf.2	uc001kne.2	NonRandom	1297	312	986	1
brca	uc001obh.2	uc001obg.2	NonRandom	820	0	0	0
brca	uc001gos.1	uc001goq.1	NonRandom	249	341	0	92
brca	uc001wye.3	uc001wyd.3	NonRandom	553	553	0	0
brca	uc002jvw.2	uc010wtv.1	NonRandom	397	0	0	0
brca	uc002eyo.2	uc010vlx.1	NonRandom	479	328	151	0
brca	uc002tfk.2	uc010fju.2	NonRandom	153	0	0	0
